"algo","PA","run","TSS","species","AUC","species_original","n_occ"
"GAM","PA3","RUN5",0.674,"Cutleriamultifida",0.887,"cutleria_multifida",174
"XGBOOST","PA3","RUN5",0.741,"Cutleriamultifida",0.949,"cutleria_multifida",174
"RF","PA3","allRun",NA,"Cutleriamultifida",NA,"cutleria_multifida",174
"MAXNET","PA3","allRun",NA,"Cutleriamultifida",NA,"cutleria_multifida",174
"MARS","PA3","allRun",NA,"Cutleriamultifida",NA,"cutleria_multifida",174
"GAM","PA3","allRun",NA,"Cutleriamultifida",NA,"cutleria_multifida",174
"XGBOOST","PA3","allRun",NA,"Cutleriamultifida",NA,"cutleria_multifida",174
"RF","allData","allRun",NA,"Cutleriamultifida",NA,"cutleria_multifida",174
"MAXNET","allData","allRun",NA,"Cutleriamultifida",NA,"cutleria_multifida",174
"MARS","allData","allRun",NA,"Cutleriamultifida",NA,"cutleria_multifida",174
"GAM","allData","allRun",NA,"Cutleriamultifida",NA,"cutleria_multifida",174
"XGBOOST","allData","allRun",NA,"Cutleriamultifida",NA,"cutleria_multifida",174
"RF","PA1","RUN1",0.814,"Dasysiphoniajaponica",0.954,"dasysiphonia_japonica",215
"MAXNET","PA1","RUN1",0.729,"Dasysiphoniajaponica",0.94,"dasysiphonia_japonica",215
"MARS","PA1","RUN1",0.806,"Dasysiphoniajaponica",0.955,"dasysiphonia_japonica",215
"GAM","PA1","RUN1",0.76,"Dasysiphoniajaponica",0.928,"dasysiphonia_japonica",215
"XGBOOST","PA1","RUN1",0.721,"Dasysiphoniajaponica",0.929,"dasysiphonia_japonica",215
"RF","PA1","RUN2",0.705,"Dasysiphoniajaponica",0.968,"dasysiphonia_japonica",215
"MAXNET","PA1","RUN2",0.798,"Dasysiphoniajaponica",0.962,"dasysiphonia_japonica",215
"MARS","PA1","RUN2",0.713,"Dasysiphoniajaponica",0.947,"dasysiphonia_japonica",215
"GAM","PA1","RUN2",0.798,"Dasysiphoniajaponica",0.961,"dasysiphonia_japonica",215
"XGBOOST","PA1","RUN2",0.729,"Dasysiphoniajaponica",0.932,"dasysiphonia_japonica",215
"RF","PA1","RUN3",0.806,"Dasysiphoniajaponica",0.962,"dasysiphonia_japonica",215
"MAXNET","PA1","RUN3",0.798,"Dasysiphoniajaponica",0.957,"dasysiphonia_japonica",215
"MARS","PA1","RUN3",0.837,"Dasysiphoniajaponica",0.971,"dasysiphonia_japonica",215
"GAM","PA1","RUN3",0.791,"Dasysiphoniajaponica",0.954,"dasysiphonia_japonica",215
"XGBOOST","PA1","RUN3",0.783,"Dasysiphoniajaponica",0.931,"dasysiphonia_japonica",215
"RF","PA1","RUN4",0.915,"Dasysiphoniajaponica",0.977,"dasysiphonia_japonica",215
"MAXNET","PA1","RUN4",0.922,"Dasysiphoniajaponica",0.978,"dasysiphonia_japonica",215
"MARS","PA1","RUN4",0.907,"Dasysiphoniajaponica",0.964,"dasysiphonia_japonica",215
"GAM","PA1","RUN4",0.884,"Dasysiphoniajaponica",0.979,"dasysiphonia_japonica",215
"XGBOOST","PA1","RUN4",0.86,"Dasysiphoniajaponica",0.966,"dasysiphonia_japonica",215
"RF","PA1","RUN5",0.76,"Dasysiphoniajaponica",0.974,"dasysiphonia_japonica",215
"MAXNET","PA1","RUN5",0.775,"Dasysiphoniajaponica",0.963,"dasysiphonia_japonica",215
"MARS","PA1","RUN5",0.775,"Dasysiphoniajaponica",0.964,"dasysiphonia_japonica",215
"GAM","PA1","RUN5",0.791,"Dasysiphoniajaponica",0.957,"dasysiphonia_japonica",215
"XGBOOST","PA1","RUN5",0.752,"Dasysiphoniajaponica",0.952,"dasysiphonia_japonica",215
"RF","PA1","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"MAXNET","PA1","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"MARS","PA1","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"GAM","PA1","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"XGBOOST","PA1","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"RF","PA2","RUN1",0.744,"Dasysiphoniajaponica",0.964,"dasysiphonia_japonica",215
"MAXNET","PA2","RUN1",0.837,"Dasysiphoniajaponica",0.969,"dasysiphonia_japonica",215
"MARS","PA2","RUN1",0.791,"Dasysiphoniajaponica",0.957,"dasysiphonia_japonica",215
"GAM","PA2","RUN1",0.814,"Dasysiphoniajaponica",0.967,"dasysiphonia_japonica",215
"XGBOOST","PA2","RUN1",0.713,"Dasysiphoniajaponica",0.944,"dasysiphonia_japonica",215
"RF","PA2","RUN2",0.868,"Dasysiphoniajaponica",0.984,"dasysiphonia_japonica",215
"MAXNET","PA2","RUN2",0.891,"Dasysiphoniajaponica",0.969,"dasysiphonia_japonica",215
"MARS","PA2","RUN2",0.86,"Dasysiphoniajaponica",0.963,"dasysiphonia_japonica",215
"GAM","PA2","RUN2",0.837,"Dasysiphoniajaponica",0.963,"dasysiphonia_japonica",215
"XGBOOST","PA2","RUN2",0.806,"Dasysiphoniajaponica",0.954,"dasysiphonia_japonica",215
"RF","PA2","RUN3",0.752,"Dasysiphoniajaponica",0.964,"dasysiphonia_japonica",215
"MAXNET","PA2","RUN3",0.721,"Dasysiphoniajaponica",0.951,"dasysiphonia_japonica",215
"MARS","PA2","RUN3",0.775,"Dasysiphoniajaponica",0.95,"dasysiphonia_japonica",215
"GAM","PA2","RUN3",0.721,"Dasysiphoniajaponica",0.945,"dasysiphonia_japonica",215
"XGBOOST","PA2","RUN3",0.69,"Dasysiphoniajaponica",0.944,"dasysiphonia_japonica",215
"RF","PA2","RUN4",0.837,"Dasysiphoniajaponica",0.969,"dasysiphonia_japonica",215
"MAXNET","PA2","RUN4",0.822,"Dasysiphoniajaponica",0.954,"dasysiphonia_japonica",215
"MARS","PA2","RUN4",0.822,"Dasysiphoniajaponica",0.966,"dasysiphonia_japonica",215
"GAM","PA2","RUN4",0.86,"Dasysiphoniajaponica",0.96,"dasysiphonia_japonica",215
"XGBOOST","PA2","RUN4",0.837,"Dasysiphoniajaponica",0.948,"dasysiphonia_japonica",215
"RF","PA2","RUN5",0.868,"Dasysiphoniajaponica",0.977,"dasysiphonia_japonica",215
"MAXNET","PA2","RUN5",0.876,"Dasysiphoniajaponica",0.983,"dasysiphonia_japonica",215
"MARS","PA2","RUN5",0.891,"Dasysiphoniajaponica",0.976,"dasysiphonia_japonica",215
"GAM","PA2","RUN5",0.845,"Dasysiphoniajaponica",0.975,"dasysiphonia_japonica",215
"XGBOOST","PA2","RUN5",0.853,"Dasysiphoniajaponica",0.962,"dasysiphonia_japonica",215
"RF","PA2","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"MAXNET","PA2","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"MARS","PA2","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"GAM","PA2","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"XGBOOST","PA2","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"RF","PA3","RUN1",0.837,"Dasysiphoniajaponica",0.974,"dasysiphonia_japonica",215
"MAXNET","PA3","RUN1",0.86,"Dasysiphoniajaponica",0.961,"dasysiphonia_japonica",215
"MARS","PA3","RUN1",0.845,"Dasysiphoniajaponica",0.966,"dasysiphonia_japonica",215
"GAM","PA3","RUN1",0.814,"Dasysiphoniajaponica",0.955,"dasysiphonia_japonica",215
"XGBOOST","PA3","RUN1",0.837,"Dasysiphoniajaponica",0.958,"dasysiphonia_japonica",215
"RF","PA3","RUN2",0.705,"Dasysiphoniajaponica",0.942,"dasysiphonia_japonica",215
"MAXNET","PA3","RUN2",0.721,"Dasysiphoniajaponica",0.924,"dasysiphonia_japonica",215
"MARS","PA3","RUN2",0.674,"Dasysiphoniajaponica",0.905,"dasysiphonia_japonica",215
"GAM","PA3","RUN2",0.729,"Dasysiphoniajaponica",0.922,"dasysiphonia_japonica",215
"XGBOOST","PA3","RUN2",0.574,"Dasysiphoniajaponica",0.853,"dasysiphonia_japonica",215
"RF","PA3","RUN3",0.783,"Dasysiphoniajaponica",0.955,"dasysiphonia_japonica",215
"MAXNET","PA3","RUN3",0.814,"Dasysiphoniajaponica",0.959,"dasysiphonia_japonica",215
"MARS","PA3","RUN3",0.729,"Dasysiphoniajaponica",0.935,"dasysiphonia_japonica",215
"GAM","PA3","RUN3",0.806,"Dasysiphoniajaponica",0.944,"dasysiphonia_japonica",215
"XGBOOST","PA3","RUN3",0.729,"Dasysiphoniajaponica",0.933,"dasysiphonia_japonica",215
"RF","PA3","RUN4",0.798,"Dasysiphoniajaponica",0.977,"dasysiphonia_japonica",215
"MAXNET","PA3","RUN4",0.798,"Dasysiphoniajaponica",0.955,"dasysiphonia_japonica",215
"MARS","PA3","RUN4",0.829,"Dasysiphoniajaponica",0.962,"dasysiphonia_japonica",215
"GAM","PA3","RUN4",0.744,"Dasysiphoniajaponica",0.955,"dasysiphonia_japonica",215
"XGBOOST","PA3","RUN4",0.721,"Dasysiphoniajaponica",0.956,"dasysiphonia_japonica",215
"RF","PA3","RUN5",0.876,"Dasysiphoniajaponica",0.991,"dasysiphonia_japonica",215
"MAXNET","PA3","RUN5",0.853,"Dasysiphoniajaponica",0.985,"dasysiphonia_japonica",215
"MARS","PA3","RUN5",0.884,"Dasysiphoniajaponica",0.985,"dasysiphonia_japonica",215
"GAM","PA3","RUN5",0.837,"Dasysiphoniajaponica",0.978,"dasysiphonia_japonica",215
"XGBOOST","PA3","RUN5",0.806,"Dasysiphoniajaponica",0.953,"dasysiphonia_japonica",215
"RF","PA3","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"MAXNET","PA3","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"MARS","PA3","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"GAM","PA3","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"XGBOOST","PA3","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"RF","allData","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"MAXNET","allData","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"MARS","allData","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"GAM","allData","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"XGBOOST","allData","allRun",NA,"Dasysiphoniajaponica",NA,"dasysiphonia_japonica",215
"RF","PA1","RUN1",0.871,"Ensisleei",0.983,"ensis_leei",605
"MAXNET","PA1","RUN1",0.862,"Ensisleei",0.977,"ensis_leei",605
"MARS","PA1","RUN1",0.868,"Ensisleei",0.976,"ensis_leei",605
"GAM","PA1","RUN1",0.846,"Ensisleei",0.967,"ensis_leei",605
"XGBOOST","PA1","RUN1",0.84,"Ensisleei",0.967,"ensis_leei",605
"RF","PA1","RUN2",0.821,"Ensisleei",0.971,"ensis_leei",605
"MAXNET","PA1","RUN2",0.848,"Ensisleei",0.972,"ensis_leei",605
"MARS","PA1","RUN2",0.837,"Ensisleei",0.975,"ensis_leei",605
"GAM","PA1","RUN2",0.802,"Ensisleei",0.954,"ensis_leei",605
"XGBOOST","PA1","RUN2",0.796,"Ensisleei",0.948,"ensis_leei",605
"RF","PA1","RUN3",0.807,"Ensisleei",0.965,"ensis_leei",605
"MAXNET","PA1","RUN3",0.793,"Ensisleei",0.962,"ensis_leei",605
"MARS","PA1","RUN3",0.81,"Ensisleei",0.967,"ensis_leei",605
"GAM","PA1","RUN3",0.807,"Ensisleei",0.954,"ensis_leei",605
"XGBOOST","PA1","RUN3",0.76,"Ensisleei",0.943,"ensis_leei",605
"RF","PA1","RUN4",0.813,"Ensisleei",0.967,"ensis_leei",605
"MAXNET","PA1","RUN4",0.791,"Ensisleei",0.956,"ensis_leei",605
"MARS","PA1","RUN4",0.824,"Ensisleei",0.958,"ensis_leei",605
"GAM","PA1","RUN4",0.802,"Ensisleei",0.95,"ensis_leei",605
"XGBOOST","PA1","RUN4",0.791,"Ensisleei",0.939,"ensis_leei",605
"RF","PA1","RUN5",0.815,"Ensisleei",0.971,"ensis_leei",605
"MAXNET","PA1","RUN5",0.84,"Ensisleei",0.97,"ensis_leei",605
"MARS","PA1","RUN5",0.813,"Ensisleei",0.968,"ensis_leei",605
"GAM","PA1","RUN5",0.81,"Ensisleei",0.957,"ensis_leei",605
"XGBOOST","PA1","RUN5",0.758,"Ensisleei",0.948,"ensis_leei",605
"RF","PA1","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"MAXNET","PA1","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"MARS","PA1","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"GAM","PA1","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"XGBOOST","PA1","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"RF","PA2","RUN1",0.821,"Ensisleei",0.976,"ensis_leei",605
"MAXNET","PA2","RUN1",0.824,"Ensisleei",0.97,"ensis_leei",605
"MARS","PA2","RUN1",0.829,"Ensisleei",0.961,"ensis_leei",605
"GAM","PA2","RUN1",0.799,"Ensisleei",0.955,"ensis_leei",605
"XGBOOST","PA2","RUN1",0.769,"Ensisleei",0.951,"ensis_leei",605
"RF","PA2","RUN2",0.826,"Ensisleei",0.979,"ensis_leei",605
"MAXNET","PA2","RUN2",0.854,"Ensisleei",0.978,"ensis_leei",605
"MARS","PA2","RUN2",0.837,"Ensisleei",0.973,"ensis_leei",605
"GAM","PA2","RUN2",0.835,"Ensisleei",0.965,"ensis_leei",605
"XGBOOST","PA2","RUN2",0.752,"Ensisleei",0.948,"ensis_leei",605
"RF","PA2","RUN3",0.835,"Ensisleei",0.972,"ensis_leei",605
"MAXNET","PA2","RUN3",0.785,"Ensisleei",0.958,"ensis_leei",605
"MARS","PA2","RUN3",0.837,"Ensisleei",0.966,"ensis_leei",605
"GAM","PA2","RUN3",0.785,"Ensisleei",0.949,"ensis_leei",605
"XGBOOST","PA2","RUN3",0.785,"Ensisleei",0.95,"ensis_leei",605
"RF","PA2","RUN4",0.777,"Ensisleei",0.962,"ensis_leei",605
"MAXNET","PA2","RUN4",0.813,"Ensisleei",0.967,"ensis_leei",605
"MARS","PA2","RUN4",0.799,"Ensisleei",0.968,"ensis_leei",605
"GAM","PA2","RUN4",0.799,"Ensisleei",0.954,"ensis_leei",605
"XGBOOST","PA2","RUN4",0.755,"Ensisleei",0.942,"ensis_leei",605
"RF","PA2","RUN5",0.846,"Ensisleei",0.969,"ensis_leei",605
"MAXNET","PA2","RUN5",0.829,"Ensisleei",0.966,"ensis_leei",605
"MARS","PA2","RUN5",0.829,"Ensisleei",0.965,"ensis_leei",605
"GAM","PA2","RUN5",0.818,"Ensisleei",0.954,"ensis_leei",605
"XGBOOST","PA2","RUN5",0.829,"Ensisleei",0.95,"ensis_leei",605
"RF","PA2","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"MAXNET","PA2","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"MARS","PA2","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"GAM","PA2","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"XGBOOST","PA2","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"RF","PA3","RUN1",0.873,"Ensisleei",0.981,"ensis_leei",605
"MAXNET","PA3","RUN1",0.846,"Ensisleei",0.981,"ensis_leei",605
"MARS","PA3","RUN1",0.865,"Ensisleei",0.976,"ensis_leei",605
"GAM","PA3","RUN1",0.799,"Ensisleei",0.964,"ensis_leei",605
"XGBOOST","PA3","RUN1",0.791,"Ensisleei",0.964,"ensis_leei",605
"RF","PA3","RUN2",0.837,"Ensisleei",0.965,"ensis_leei",605
"MAXNET","PA3","RUN2",0.846,"Ensisleei",0.962,"ensis_leei",605
"MARS","PA3","RUN2",0.843,"Ensisleei",0.961,"ensis_leei",605
"GAM","PA3","RUN2",0.815,"Ensisleei",0.939,"ensis_leei",605
"XGBOOST","PA3","RUN2",0.769,"Ensisleei",0.941,"ensis_leei",605
"RF","PA3","RUN3",0.843,"Ensisleei",0.973,"ensis_leei",605
"MAXNET","PA3","RUN3",0.788,"Ensisleei",0.961,"ensis_leei",605
"MARS","PA3","RUN3",0.832,"Ensisleei",0.963,"ensis_leei",605
"GAM","PA3","RUN3",0.76,"Ensisleei",0.948,"ensis_leei",605
"XGBOOST","PA3","RUN3",0.722,"Ensisleei",0.944,"ensis_leei",605
"RF","PA3","RUN4",0.774,"Ensisleei",0.969,"ensis_leei",605
"MAXNET","PA3","RUN4",0.791,"Ensisleei",0.963,"ensis_leei",605
"MARS","PA3","RUN4",0.824,"Ensisleei",0.964,"ensis_leei",605
"GAM","PA3","RUN4",0.802,"Ensisleei",0.944,"ensis_leei",605
"XGBOOST","PA3","RUN4",0.744,"Ensisleei",0.94,"ensis_leei",605
"RF","PA3","RUN5",0.868,"Ensisleei",0.973,"ensis_leei",605
"MAXNET","PA3","RUN5",0.857,"Ensisleei",0.973,"ensis_leei",605
"MARS","PA3","RUN5",0.846,"Ensisleei",0.973,"ensis_leei",605
"GAM","PA3","RUN5",0.837,"Ensisleei",0.969,"ensis_leei",605
"XGBOOST","PA3","RUN5",0.802,"Ensisleei",0.961,"ensis_leei",605
"RF","PA3","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"MAXNET","PA3","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"MARS","PA3","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"GAM","PA3","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"XGBOOST","PA3","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"RF","allData","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"MAXNET","allData","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"MARS","allData","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"GAM","allData","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"XGBOOST","allData","allRun",NA,"Ensisleei",NA,"ensis_leei",605
"RF","PA1","RUN1",0.533,"Evadneanonyx",0.889,"evadne_anonyx",100
"MAXNET","PA1","RUN1",0.65,"Evadneanonyx",0.875,"evadne_anonyx",100
"MARS","PA1","RUN1",0.65,"Evadneanonyx",0.91,"evadne_anonyx",100
"GAM","PA1","RUN1",0.6,"Evadneanonyx",0.849,"evadne_anonyx",100
"XGBOOST","PA1","RUN1",0.467,"Evadneanonyx",0.831,"evadne_anonyx",100
"RF","PA1","RUN2",0.533,"Evadneanonyx",0.89,"evadne_anonyx",100
"MAXNET","PA1","RUN2",0.567,"Evadneanonyx",0.827,"evadne_anonyx",100
"MARS","PA1","RUN2",0.533,"Evadneanonyx",0.89,"evadne_anonyx",100
"GAM","PA1","RUN2",0.55,"Evadneanonyx",0.833,"evadne_anonyx",100
"XGBOOST","PA1","RUN2",0.467,"Evadneanonyx",0.829,"evadne_anonyx",100
"RF","PA1","RUN3",0.517,"Evadneanonyx",0.88,"evadne_anonyx",100
"MAXNET","PA1","RUN3",0.55,"Evadneanonyx",0.862,"evadne_anonyx",100
"MARS","PA1","RUN3",0.6,"Evadneanonyx",0.865,"evadne_anonyx",100
"GAM","PA1","RUN3",0.7,"Evadneanonyx",0.897,"evadne_anonyx",100
"XGBOOST","PA1","RUN3",0.25,"Evadneanonyx",0.755,"evadne_anonyx",100
"RF","PA1","RUN4",0.767,"Evadneanonyx",0.941,"evadne_anonyx",100
"MAXNET","PA1","RUN4",0.767,"Evadneanonyx",0.96,"evadne_anonyx",100
"MARS","PA1","RUN4",0.717,"Evadneanonyx",0.916,"evadne_anonyx",100
"GAM","PA1","RUN4",0.633,"Evadneanonyx",0.932,"evadne_anonyx",100
"XGBOOST","PA1","RUN4",0.717,"Evadneanonyx",0.923,"evadne_anonyx",100
"RF","PA1","RUN5",0.55,"Evadneanonyx",0.935,"evadne_anonyx",100
"MAXNET","PA1","RUN5",0.7,"Evadneanonyx",0.94,"evadne_anonyx",100
"MARS","PA1","RUN5",0.65,"Evadneanonyx",0.903,"evadne_anonyx",100
"GAM","PA1","RUN5",0.667,"Evadneanonyx",0.89,"evadne_anonyx",100
"XGBOOST","PA1","RUN5",0.683,"Evadneanonyx",0.9,"evadne_anonyx",100
"RF","PA1","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"MAXNET","PA1","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"MARS","PA1","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"GAM","PA1","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"XGBOOST","PA1","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"RF","PA2","RUN1",0.533,"Evadneanonyx",0.865,"evadne_anonyx",100
"MAXNET","PA2","RUN1",0.65,"Evadneanonyx",0.907,"evadne_anonyx",100
"MARS","PA2","RUN1",0.533,"Evadneanonyx",0.902,"evadne_anonyx",100
"GAM","PA2","RUN1",0.567,"Evadneanonyx",0.897,"evadne_anonyx",100
"XGBOOST","PA2","RUN1",0.35,"Evadneanonyx",0.793,"evadne_anonyx",100
"RF","PA2","RUN2",0.633,"Evadneanonyx",0.947,"evadne_anonyx",100
"MAXNET","PA2","RUN2",0.6,"Evadneanonyx",0.9,"evadne_anonyx",100
"MARS","PA2","RUN2",0.767,"Evadneanonyx",0.927,"evadne_anonyx",100
"GAM","PA2","RUN2",0.55,"Evadneanonyx",0.881,"evadne_anonyx",100
"XGBOOST","PA2","RUN2",0.633,"Evadneanonyx",0.902,"evadne_anonyx",100
"RF","PA2","RUN3",0.683,"Evadneanonyx",0.942,"evadne_anonyx",100
"MAXNET","PA2","RUN3",0.7,"Evadneanonyx",0.933,"evadne_anonyx",100
"MARS","PA2","RUN3",0.583,"Evadneanonyx",0.908,"evadne_anonyx",100
"GAM","PA2","RUN3",0.6,"Evadneanonyx",0.907,"evadne_anonyx",100
"XGBOOST","PA2","RUN3",0.7,"Evadneanonyx",0.891,"evadne_anonyx",100
"RF","PA2","RUN4",0.567,"Evadneanonyx",0.893,"evadne_anonyx",100
"MAXNET","PA2","RUN4",0.7,"Evadneanonyx",0.907,"evadne_anonyx",100
"MARS","PA2","RUN4",0.567,"Evadneanonyx",0.892,"evadne_anonyx",100
"GAM","PA2","RUN4",0.783,"Evadneanonyx",0.897,"evadne_anonyx",100
"XGBOOST","PA2","RUN4",0.667,"Evadneanonyx",0.882,"evadne_anonyx",100
"RF","PA2","RUN5",0.517,"Evadneanonyx",0.877,"evadne_anonyx",100
"MAXNET","PA2","RUN5",0.567,"Evadneanonyx",0.87,"evadne_anonyx",100
"MARS","PA2","RUN5",0.433,"Evadneanonyx",0.852,"evadne_anonyx",100
"GAM","PA2","RUN5",0.6,"Evadneanonyx",0.878,"evadne_anonyx",100
"XGBOOST","PA2","RUN5",0.483,"Evadneanonyx",0.857,"evadne_anonyx",100
"RF","PA2","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"MAXNET","PA2","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"MARS","PA2","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"GAM","PA2","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"XGBOOST","PA2","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"RF","PA3","RUN1",0.6,"Evadneanonyx",0.915,"evadne_anonyx",100
"MAXNET","PA3","RUN1",0.467,"Evadneanonyx",0.887,"evadne_anonyx",100
"MARS","PA3","RUN1",0.467,"Evadneanonyx",0.833,"evadne_anonyx",100
"GAM","PA3","RUN1",0.517,"Evadneanonyx",0.903,"evadne_anonyx",100
"XGBOOST","PA3","RUN1",0.633,"Evadneanonyx",0.872,"evadne_anonyx",100
"RF","PA3","RUN2",0.667,"Evadneanonyx",0.898,"evadne_anonyx",100
"MAXNET","PA3","RUN2",0.55,"Evadneanonyx",0.902,"evadne_anonyx",100
"MARS","PA3","RUN2",0.617,"Evadneanonyx",0.908,"evadne_anonyx",100
"GAM","PA3","RUN2",0.617,"Evadneanonyx",0.902,"evadne_anonyx",100
"XGBOOST","PA3","RUN2",0.417,"Evadneanonyx",0.833,"evadne_anonyx",100
"RF","PA3","RUN3",0.467,"Evadneanonyx",0.837,"evadne_anonyx",100
"MAXNET","PA3","RUN3",0.533,"Evadneanonyx",0.815,"evadne_anonyx",100
"MARS","PA3","RUN3",0.517,"Evadneanonyx",0.863,"evadne_anonyx",100
"GAM","PA3","RUN3",0.383,"Evadneanonyx",0.76,"evadne_anonyx",100
"XGBOOST","PA3","RUN3",0.4,"Evadneanonyx",0.718,"evadne_anonyx",100
"RF","PA3","RUN4",0.633,"Evadneanonyx",0.953,"evadne_anonyx",100
"MAXNET","PA3","RUN4",0.633,"Evadneanonyx",0.944,"evadne_anonyx",100
"MARS","PA3","RUN4",0.733,"Evadneanonyx",0.935,"evadne_anonyx",100
"GAM","PA3","RUN4",0.6,"Evadneanonyx",0.914,"evadne_anonyx",100
"XGBOOST","PA3","RUN4",0.633,"Evadneanonyx",0.901,"evadne_anonyx",100
"RF","PA3","RUN5",0.633,"Evadneanonyx",0.89,"evadne_anonyx",100
"MAXNET","PA3","RUN5",0.733,"Evadneanonyx",0.897,"evadne_anonyx",100
"MARS","PA3","RUN5",0.483,"Evadneanonyx",0.848,"evadne_anonyx",100
"GAM","PA3","RUN5",0.65,"Evadneanonyx",0.874,"evadne_anonyx",100
"XGBOOST","PA3","RUN5",0.6,"Evadneanonyx",0.828,"evadne_anonyx",100
"RF","PA3","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"MAXNET","PA3","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"MARS","PA3","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"GAM","PA3","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"XGBOOST","PA3","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"RF","allData","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"MAXNET","allData","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"MARS","allData","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"GAM","allData","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"XGBOOST","allData","allRun",NA,"Evadneanonyx",NA,"evadne_anonyx",100
"RF","PA1","RUN1",0.775,"Fenestrulinadelicia",0.941,"fenestrulina_delicia",29
"MAXNET","PA1","RUN1",0.775,"Fenestrulinadelicia",0.912,"fenestrulina_delicia",29
"MARS","PA1","RUN1",0.49,"Fenestrulinadelicia",0.784,"fenestrulina_delicia",29
"GAM","PA1","RUN1",0.373,"Fenestrulinadelicia",0.686,"fenestrulina_delicia",29
"XGBOOST","PA1","RUN1",0.608,"Fenestrulinadelicia",0.941,"fenestrulina_delicia",29
"RF","PA1","RUN2",0.611,"Fenestrulinadelicia",0.972,"fenestrulina_delicia",29
"MAXNET","PA1","RUN2",0.5,"Fenestrulinadelicia",0.981,"fenestrulina_delicia",29
"MARS","PA1","RUN2",0.667,"Fenestrulinadelicia",0.87,"fenestrulina_delicia",29
"GAM","PA1","RUN2",0.556,"Fenestrulinadelicia",0.778,"fenestrulina_delicia",29
"XGBOOST","PA1","RUN2",0.611,"Fenestrulinadelicia",0.866,"fenestrulina_delicia",29
"RF","PA1","RUN3",0.682,"Fenestrulinadelicia",0.782,"fenestrulina_delicia",29
